,,,,,,,,,,,,
Theme,Subtheme,Set #,Set Name,Age,Piece Count,Retirement Date,LEGO.com Link,,,,,"Notes: (Exclusivity, release, etc.)"
Miscellaneous,Holiday,80116,Trotting Lantern,9+,1295,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,80117,Good Fortune,9+,1021,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,- ,40179,Personalised Mosaic Portrait,10+,4702,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,LEGO House,40296,LEGO House Build Your Meal Brick Bag,4+,19,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to the LEGO House
Miscellaneous,LEGO House,40504,A Minifigure Tribute,10+,1041,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to the LEGO House
Miscellaneous,-,40528,LEGO Brand Retail Store,10+,40528,"Dec 31, 2026",US,CA,UK,AU,MX,(Promo set)
Miscellaneous,Holiday,40638,Heart Ornament,9+,254,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40655,Play with Braille – French Alphabet,6+,287,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40656,Play with Braille – English Alphabet,6+,287,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40722,Play with Braille - German Alphabet,6+,287,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40743,Christmas Table Decoration,12+,433,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,LEGO House,40790,LEGO House Chef (Polybag),4+,6,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to the LEGO House
Miscellaneous,-,40805,Arcade Machine,12+,468,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,-,40807,Birthday Numbers,6+,281,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40808,Easter Bunny And Chick Egg Hunt,8+,140,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40812,Snowman Ornaments,6+,168,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,-,40814,Baby Elephant in the Sky,,,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,-,40817,Yellow Travel Suitcase,7+,184,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO        
Miscellaneous,Holiday,40822,Jack-O'-Lantern Pickup Truck,8+,177,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Looney Toons,40824,Sweetheart Tweety Bird,12+,412,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,LEGO House,40501,The Wooden Duck,10+,621,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to the LEGO House
Miscellaneous,-,40719,Traditional Chess Set,9+,743,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40723,Play with Braille - Italian Alphabet,6+,287,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Braille ,40724,Play with Braille - Spanish Alphabet,6+,287,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40809,Festive Gingerbread House,10+,498,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40811,Altar of the Dead,9+,231,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40813,Lucky Cat,9+,280,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,-,40815,Birthday Party Cake,,,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40816,Decorative Easter Egg,9+,386,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,-,40819,Up-Scaled Racing Driver Minifigure,10+,694,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40820,Up-Scaled Santa Minifigure,10+,761,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40825,Halloween Wreath,12+,617,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Miscellaneous,Holiday,40864,Fortune Master,9+,,"Dec 31, 2027",US,CA,UK,AU,MX,
Miscellaneous,LEGO House,40297,LEGO House 6 DUPLO Bricks,1½+,6,"Dec 31, 2028",US,CA,UK,AU,MX,(WW) Exclusive to the LEGO House
Monkie Kid,- ,80040,Monkie Kid's Combi Mech,7+,277,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,- ,80045,Monkey King Ultra Mech,10+,1705,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80051,Monkie Kid's Mini Mech,8+,556,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,- ,80054,Megapolis City,10+,2330,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80055,Monkie Kid's Team Power Truck,7+,712,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80056,Nine-Headed Beast,9+,757,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80057,Nezha's Ring of Fire Mech,9+,1163,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80058,Celestial Pagoda,10+,1621,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80065,Erlang's Celestial Mech,9+,807,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Monkie Kid,-,80066,Mythical Creature Qilin,9+,791,"Dec 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Nike,-,43010,Nike Slam Dunk,10+,809,"Dec 31, 2026",US,CA,UK,AU,MX,
Nike,-,43021,Nike Dunk Trickshot,10+,454,"Dec 31, 2026",US,CA,UK,AU,MX,
Nike,-,43008,Nike Dunk,10+,1180,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,30675,Tournament Training Ground Polybag,6+,49,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,30699,Mini Ninja Combo Mech (Polybag),7,80,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,Modular Building,71799,NINJAGO City Markets,14+,6163,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Ninjago,-,71804,Arin's Battle Mech (4+),4+,104,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71805,Jay's Mech Battle Pack,6+,78,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71806,Cole's Elemental Earth Mech,7+,235,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71807,Sora's Elemental Tech Mech,7+,209,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71809,Egalt the Master Dragon,8+,532,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71810,Young Dragon Riyu,6+,132,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71811,Arin's Ninja Off-Road Buggy Car,7+,267,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71812,Kai's Ninja Climber Mech,9+,623,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71813,Wolf Mask Shadow Dojo,9+,1190,"Dec 31, 2025",US,CA,UK,AU,MX,(DE) Exclusive to Smyths
Ninjago,-,71816,Zane's Ice Motorcycle,7+,84,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71818,Tournament Battle Arena,7+,659,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71819,Dragon Stone Shrine,13+,1212,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71820,Ninja Team Combo Vehicle,9+,576,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71821,Cole's Titan Dragon Mech,12+,1055,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71822,Source Dragon of Motion,12+,1716,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71823,Kai's Dragon Spinjitzu Spinner,6+,54,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71824,Sora's Dragon Spinjitzu Spinner,6+,56,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71833,Ra's and Arin's Super Storm Jet,8+,510,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71841,Dragonian Storm Village,7+,305,"Dec 31, 2025",US,CA,UK,AU,MX,
Ninjago,-,71832,Thunderfang Dragon of Chaos,8+,668,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71842,Rontu the Master Dragon,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71843,Rogue's Mech Dragon Rider,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71844,Ninja Combat Vehicle,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71845,Lloyd's Jet Mech,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71848,The Temple Bounty,,,"Jul 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,30700,Arin vs. Dragonian Battle (Polybag),,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,- ,71780,Kai's Ninja Race Car EVO,6+,94,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71808,Kai's Elemental Fire Mech,7+,322,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71814,Tournament Temple City,14+,3489,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71826,Dragon Spinjitzu Battle Pack,6+,186,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71827,Zane's Action Mech,6+,92,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71829,Lloyd's Green Forest Dragon,6+,128,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71830,Kai's Storm Rider Mech,7+,333,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71831,Ninja Spinjitzu Temple,4+,158,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71834,Zane's Ultra Combiner Mech,9+,1187,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71836,Arc Dragon of Focus,9+,869,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71838,Kai's Motorcycle Speed Race,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71839,Arin's Spinjitzu Battle Mech,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71840,Rogue vs. Drix Race Car Duel,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71846,The Fire Knight Mech,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,-,71847,The Guardian Dragon,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Ninjago,Modular Building,71837,NINJAGO City Workshops,14+,3244,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71858,Four Weapons Blacksmith 15th Anniversary,14+,1259,"Dec 31, 2027",US,CA,UK,AU,MX,
Ninjago,-,71828,Lloyd's Pull-Back Race Car,7+,181,"Dec 31, 2028",US,CA,UK,AU,MX,
One Piece,- ,75638,Battle at Arlong Park,9+,926,"Jul 31, 2026",US,CA,UK,AU,MX,
One Piece,-,75636,Windmill Village Hut,8+,301,"Dec 31, 2026",US,CA,UK,AU,MX,
One Piece,-,75637,Buggy the Clown’s Circus Tent,8+,573,"Dec 31, 2026",US,CA,UK,AU,MX,
One Piece,-,75639,The Going Merry Pirate Ship,10+,1376,"Dec 31, 2026",US,CA,UK,AU,MX,
One Piece,- ,75640,The Baratie Floating Restaurant,18+,3402,"Dec 31, 2027",US,CA,UK,AU,MX,
Powered Up,-,45601,Large Hub,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45602,Large Angular Motor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45603,Medium Angular Motor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45604,Distance Sensor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45605,Colour Sensor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45606,Force Sensor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45607,Small Angular Motor,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45608,3×3 Color Light Matrix,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45609,Small Hub,6+,2,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45610,Large hub battery,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,45611,Micro USB connector cable,,,"Jun 30, 2026",US,CA,UK,AU,MX,
Powered Up,-,88010,Remote Control,7+,1,"Dec 31, 2027",US,CA,UK,AU,MX,
Powered Up,-,88019,LEGO USB Power Adapter,7+,1,"Dec 31, 2027",US,CA,UK,AU,MX,
Powered Up,-,45612,Small Hub Battery,6+,1,"Jun 30, 2028",US,CA,UK,AU,MX,
Powered Up,-,88005,Headlight Set,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88009,Hub,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88011,Train Motor,7+,7,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88012,Technic Hub,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88013,Technic Large Motor,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Powered Up,-,88015,Battery Box,7+,1,"Dec 31, 2030",US,CA,UK,AU,MX,
Sonic,-,30704,Balkiry Attack (Polybag),,42,"Dec 31, 2025",US,CA,UK,AU,MX,
Sonic,- ,76995,Shadow's Escape,8+,196,"Dec 31, 2025",US,CA,UK,AU,MX,
Sonic,-,76996,Knuckles' Guardian Mech,8+,276,"Dec 31, 2025",US,CA,UK,AU,MX,
Sonic,-,76997,Tails' Adventure Boat,8+,393,"Dec 31, 2025",US,CA,UK,AU,MX,
Sonic,-,76998,Knuckles and the Master Emerald Shrine,8+,325,"Dec 31, 2025",US,CA,UK,AU,MX,
Sonic,-,76999,Super Sonic vs. Egg Drillster,8+,590,"Dec 31, 2025",US,CA,UK,AU,MX,
Sonic,Helmet Collection,77000,Shadow the Hedgehog,18+,720,"Dec 31, 2025",US,CA,UK,AU,MX,(US) Exclusive to Target
Sonic,-,77003,Super Shadow vs. Biolizard,9+,419,"Jul 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77001,Sonic's Campfire Clash,7+,177,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77002,Cyclone vs. Metal Sonic,8+,290,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77005,Knuckles vs. Dr. Eggman Egg Crusher Mech,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Sonic,-,77006,Team Sonic Command Truck,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,-,30709,Ferrari 499P Hypercar (Polybag),7+,62,"Dec 31, 2025",US,CA,UK,AU,MX,
Speed Champions,Multipack,66802,Ultimate Formula 1 Collector's Pack,18,2601,"Dec 31, 2025",US,CA,UK,AU,MX,"(Contains 77247, 76934, 76935, 77242, 77243, 77244, 77245, 77246, 77248, 77249, 77250, 77251) | (WW) Exclusive to Amazon"
Speed Champions,-,76920,Ford Mustang Dark Horse,9+,344,"Dec 31, 2025",US,CA,UK,AU,MX,
Speed Champions,-,76921,Audi S1 e-tron quattro,9+,274,"Dec 31, 2025",US,CA,UK,AU,MX,
Speed Champions,-,76922,BMW M4 GT3 & BMW M Hybrid V8,9+,676,"Dec 31, 2025",US,CA,UK,AU,MX,
Speed Champions,-,76923,Lamborghini Lambo V12 Vision GT Super Car,10+,230,"Dec 31, 2025",US,CA,UK,AU,MX,
Speed Champions,-,76925,Aston Martin Safety Car & AMR23,9+,564,"Dec 31, 2025",US,CA,UK,AU,MX,(NA) Exclusive to Walmart
Speed Champions,Formula 1,76935,NASCAR® Next Gen Chevrolet Camaro ZL1,9+,328,"Dec 31, 2025",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77247,KICK Sauber F1 Team C44 Race Car,10+,259,"Dec 31, 2025",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,76917,2 Fast 2 Furious Nissan Skyline GT-R (R34),9+,319,"Jul 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,76934,Ferrari F40 Supercar,9+,318,"Jul 31, 2026",US,CA,UK,AU,MX,
Speed Champions,-,76924,Mercedes-AMG G 63 & Mercedes-AMG SL 63,10+,808,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77242,Ferrari SF-24 F1 Race Car,10+,275,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77243,Oracle Red Bull Racing RB20 F1 Race Car,18+,251,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77244,Mercedes-AMG PETRONAS W15 F1 Race Car,10+,267,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77245,Aston Martin Aramco F1 AMR24 Race Car,10+,269,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77246,Visa Cash App VCARB 01 F1 Race Car,18+,248,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77248,BWT Alpine F1 Team A524 Race Car,10+,258,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77249,Williams Racing FW46 F1 Race Car,10+,263,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77250,MoneyGram Haas F1 Team VF-24 Race Car,10+,242,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,Formula 1,77251,McLaren MCL38 F1 Team Race Car,10+,269,"Dec 31, 2026",US,CA,UK,AU,MX,
Speed Champions,-,77237,Dodge Challenger SRT Hellcat,9+,390,"Jul 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77240,Bugatti Centodieci,9+,291,"Jul 31, 2027",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,77252,APXGP Team Race Car from F1 The Movie,10+,268,"Jul 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77238,Lamborghini Revuelto & Huracán STO,,,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,-,77239,Porsche 911 GT3 RS,,,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,77241,2 Fast 2 Furious Honda S2000,9+,300,"Dec 31, 2027",US,CA,UK,AU,MX,(US) Exclusive to Walmart
Speed Champions,Disney,77255,Lightning McQueen,9+,274,"Dec 31, 2027",US,CA,UK,AU,MX,
Speed Champions,Movie Cars,77256,Time Machine from Back to the Future,9+,357,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,30708,Millennium Falcon (Polybag),6+,74,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,-,40755,Imperial Dropship vs. Rebel Scout Speeder,8+,383,"Dec 31, 2025",US,CA,UK,AU,MX,(WW) Exclusive to LEGO
Star Wars,Multipack,66804,Star Wars: The Clone Wars and The Mandalorian Gift Set,7+,423,"Dec 31, 2025",US,CA,UK,AU,MX,(Contains 75372 + 75391 + 75373)
Star Wars,Multipack,66808,Epic Battle Set,9+,1308,"Dec 31, 2025",US,CA,UK,AU,MX,(Contains 30708 + 75431 + 75435)
Star Wars,Helmet Collection,75304,Darth Vader Helmet,18+,834,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75331,The Razor Crest,18+,6187,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,- ,75354,Coruscant Guard Gunship,9+,1083,"Dec 31, 2025",US,CA,UK,AU,MX,(DE/UK) Exclusive to Smyths | (NL) Intertoys
Star Wars,Ultimate Collector Series,75355,X-wing Starfighter,18+,1953,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,- ,75357,Ghost & Phantom II,10+,1394,"Dec 31, 2025",US,CA,UK,AU,MX,"(US, CA, ES, NL, UK) Exclusive to Amazon"
Star Wars,- ,75362,Ahsoka Tano's T-6 Jedi Shuttle,9+,601,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,-,75374,The Onyx Cinder,10+,1325,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75376,Tantive IV,18+,654,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75377,Invisible Hand,18+,557,"Dec 31, 2025",US,CA,UK,AU,MX,(US) Exclusive to Target | (DE) Müller | (NL) Bol | (UK) The Entertainer
Star Wars,-,75378,BARC Speeder Escape ,8+,221,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,Diorama Collection,75380,Mos Espa Podrace Diorama,18+,718,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,-,75381,Droideka,18+,583,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,-,75383,Darth Maul's Sith Infiltrator,9+,640,"Dec 31, 2025",US,CA,UK,AU,MX,(US) Exclusive to Walmart
Star Wars,-,75384,The Crimson Firehawk (4+),4+,136,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,-,75385,Ahsoka Tano's Duel on Peridea,8+,382,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,-,75386,Paz Vizsla And Moff Gideon Battle,7+,289,"Dec 31, 2025",US,CA,UK,AU,MX,Connects with 75373
Star Wars,-,75387,Boarding the Tantive IV,8+,502,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,Character Mech,75390,Luke Skywalker X-Wing Mech,6+,195,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,-,75392,Creative Play Droid™ Builder,9+,1186,"Dec 31, 2025",US,CA,UK,AU,MX,(US) Exclusive to Target
Star Wars,Rebuild the Galaxy,75393,TIE Fighter & X-Wing Mash-up,9+,1063,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,UCS Add-on,75396,Desert Skiff & Sarlacc Pit ,9+,558,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,Holiday,75418,Star Wars Advent Calendar 2025,6+,263,"Dec 31, 2025",US,CA,UK,AU,MX,
Star Wars,- ,75325,The Mandalorian's N-1 Starfighter,9+,412,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,- ,75333,Obi-Wan Kenobi's Jedi Starfighter,7+,282,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,- ,75337,AT-TE Walker,9+,1082,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,- ,75345,501st Clone Troopers Battle Pack,6+,119,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,- ,75347,TIE Bomber,9+,625,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75349,Captain Rex Helmet,18+,854,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75356,Executor Super Star Destroyer,18+,630,"Jul 31, 2026",US,CA,UK,AU,MX,"(US, CA) Exclusive to Walmart | (DE/UK) Smyths"
Star Wars,-,75373,Ambush On Mandalore Battle Pack,6+,109,"Jul 31, 2026",US,CA,UK,AU,MX,Connects with 75386
Star Wars,Rebuild the Galaxy,75388,Jedi Bob's Starfighter,8+,305,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Microfighter,75391,Captain Rex Y-Wing Microfighter,6+,99,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,-,75401,Ahsoka's Jedi Interceptor,8+,290,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75404,Acclamator-class Assault Ship,18+,450,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Midi-scale,75405,Home One Starcruiser,18+,559,"Jul 31, 2026",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75192,Millennium Falcon,16+,7541,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75328,The Mandalorian Helmet,18+,584,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75367,Venator-class Republic Attack Cruiser,18+,5374,"Dec 31, 2026",US,CA,UK,AU,MX,(DE) Exclusive to Alternate | (UK) Argos
Star Wars,-,75372,Clone Trooper & Battle Droid Battle Pack,7+,215,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75382,TIE Interceptor,18+,1931,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Rebuild the Galaxy,75389,The Dark Falcon,10+,1579,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,-,75394,Imperial Star Destroyer,10+,1555,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Amazon
Star Wars,Ultimate Collector Series,75397,Jabba's Sail Barge,18+,3942,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,-,75399,Rebel U-wing Starfighter,8+,594,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Microfighter,75400,Plo Koon's Jedi Starfighter Microfighter,6+,89,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart until August
Star Wars,Midi-scale,75406,Kylo Ren's Command Shuttle,18+,386,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart
Star Wars,-,75410,Mando and Grogu's N-1 Starfighter,4+,92,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Battle Pack,75412,Death Trooper & Night Trooper Battle Pack,6+,119,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart until August
Star Wars,-,75413,Republic Juggernaut,9+,813,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Rebuild the Galaxy,75414,The Force Burner Snowspeeder,7+,349,"Dec 31, 2026",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75415,Kylo Ren Helmet,18+,529,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Walmart
Star Wars,-,75428,Battle Droid with STAP,12+,1088,"Dec 31, 2026",US,CA,UK,AU,MX,(WW) Exclusive to Amazon
Star Wars,Helmet Collection,75429,AT-AT Driver Helmet,18+,730,"Dec 31, 2026",US,CA,UK,AU,MX,(US) Exclusive to Target
Star Wars,- ,75430,Wicket the Ewok,12+,1010,"Dec 31, 2026",US,CA,UK,AU,MX,(US) TBA exclusive
Star Wars,-,75402,ARC-170 Starfighter,9+,497,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75408,Jango Fett Helmet,18+,616,"Jul 31, 2027",US,CA,UK,AU,MX,
Star Wars,Character Mech,75411,Darth Maul Mech,6+,143,"Jul 31, 2027",US,CA,UK,AU,MX,(US) Exclusive to Walmart until August
